image_id,question,question_type,answer_type,multiple_choice_answer,question_id,multiple_choices,answers_multiple_users
1724,How many people are in the image?,how many,number,1,17243,"['3', '13', '18', '2', '14', '15', '12', '19', '16', '0', '10', '1', '4', '7', '9', '17', '5', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1725,How many people are in the image?,how many,number,1,17253,"['13', '3', '2', '14', '8', '12', '16', '19', '0', '1', '7', '4', '10', '9', '17', '5', '6', '11']","['1', '12', '1', '8', '8', '6', '1', '8', '1', '1']"
1726,How many people are in the image?,how many,number,1,17263,"['13', '3', '18', '2', '14', '8', '15', '12', '19', '16', '20', '7', '1', '4', '10', '17', '5', '6']","['1', '20', '10', '1', '1', '1', '10', '3', '1', '1']"
1727,How many people are in the image?,how many,number,2,17273,"['13', '3', '18', '2', '8', '16', '20', '19', '0', '1', '9', '4', '7', '10', '17', '5', '6', '11']","['2', '9', '11', '2', '2', '2', '5', '4', '9', '1']"
1728,How many people are in the image?,how many,number,2,17283,"['13', '3', '18', '14', '15', '8', '19', '20', '16', '0', '10', '1', '9', '4', '2', '5', '6', '11']","['2', '12', '1', '3', '2', '2', '2', '2', '2', '2']"
1729,How many people are in the image?,how many,number,1,17293,"['3', '13', '18', '17', '8', '15', '12', '14', '16', '19', '0', '7', '1', '4', '2', '5', '6', '11']","['1', '1', '1', '16', '1', '1', '5', '1', '1', '1']"
1730,How many people are in the image?,how many,number,2,17303,"['13', '3', '18', '14', '15', '8', '12', '16', '20', '19', '7', '9', '4', '10', '2', '5', '6', '11']","['2', '5', '18', '6', '17', '17', '9', '2', '2', '2']"
1731,How many people are in the image?,how many,number,1,17313,"['3', '13', '18', '14', '8', '17', '19', '16', '20', '0', '1', '7', '4', '10', '9', '2', '5', '6']","['1', '12', '1', '1', '1', '5', '1', '1', '1', '1']"
1732,How many people are in the image?,how many,number,2,17323,"['13', '18', '17', '15', '8', '12', '16', '20', '19', '0', '9', '10', '4', '1', '2', '5', '6', '11']","['2', '2', '2', '20', '2', '15', '2', '6', '11', '2']"
1733,How many people are in the image?,how many,number,2,17333,"['13', '3', '18', '14', '15', '16', '20', '19', '0', '9', '10', '4', '7', '1', '2', '5', '6', '11']","['2', '2', '2', '17', '17', '2', '2', '2', '2', '2']"
1734,How many people are in the image?,how many,number,2,17343,"['13', '3', '18', '14', '15', '12', '19', '20', '16', '0', '1', '10', '4', '9', '2', '5', '6', '11']","['2', '2', '12', '2', '2', '2', '2', '2', '2', '2']"
1736,How many people are in the image?,how many,number,2,17363,"['13', '18', '17', '8', '15', '12', '14', '16', '19', '0', '7', '9', '4', '10', '1', '2', '5', '6']","['2', '9', '2', '2', '2', '2', '2', '2', '5', '10']"
1737,How many people are in the image?,how many,number,1,17373,"['3', '13', '18', '2', '15', '8', '12', '16', '19', '0', '1', '9', '10', '7', '4', '17', '5', '6']","['1', '1', '1', '3', '6', '14', '1', '1', '1', '1']"
1738,How many people are in the image?,how many,number,2,17383,"['3', '13', '18', '14', '15', '17', '12', '19', '16', '20', '1', '7', '9', '10', '2', '5', '6', '11']","['2', '2', '2', '11', '2', '2', '2', '2', '18', '2']"
1739,How many people are in the image?,how many,number,2,17393,"['13', '3', '18', '14', '15', '8', '16', '19', '20', '0', '1', '9', '10', '7', '2', '5', '6', '11']","['2', '2', '0', '11', '2', '2', '20', '2', '2', '2']"
1740,How many people are in the image?,how many,number,2,17403,"['3', '13', '18', '14', '8', '17', '15', '12', '16', '19', '20', '1', '10', '7', '2', '5', '6', '11']","['2', '2', '2', '2', '17', '1', '2', '2', '2', '2']"
1741,How many people are in the image?,how many,number,1,17413,"['13', '18', '2', '14', '8', '15', '12', '16', '19', '9', '1', '4', '10', '7', '17', '5', '6', '11']","['1', '9', '1', '17', '1', '1', '1', '1', '1', '1']"
1742,How many people are in the image?,how many,number,1,17423,"['13', '3', '18', '14', '15', '8', '19', '20', '0', '1', '9', '4', '10', '7', '17', '5', '6', '11']","['1', '1', '19', '1', '1', '14', '1', '8', '9', '6']"
1743,How many people are in the image?,how many,number,2,17433,"['3', '13', '18', '17', '14', '15', '12', '19', '20', '0', '7', '9', '4', '1', '10', '2', '5', '6']","['2', '2', '2', '9', '2', '9', '10', '2', '2', '2']"
1745,How many people are in the image?,how many,number,1,17453,"['13', '3', '18', '2', '14', '15', '12', '16', '20', '0', '1', '7', '4', '9', '17', '5', '6', '11']","['1', '20', '1', '1', '1', '1', '1', '1', '1', '1']"
1746,How many people are in the image?,how many,number,3,17463,"['3', '13', '18', '14', '15', '8', '12', '16', '19', '20', '0', '10', '9', '4', '7', '17', '6', '11']","['3', '3', '3', '3', '18', '3', '16', '3', '3', '3']"
1748,How many people are in the image?,how many,number,2,17483,"['3', '18', '14', '8', '15', '12', '19', '16', '0', '10', '9', '7', '1', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '17', '12', '1', '2', '2', '2']"
1749,How many people are in the image?,how many,number,1,17493,"['13', '3', '18', '14', '8', '15', '12', '19', '16', '0', '10', '1', '7', '9', '2', '5', '6', '11']","['1', '1', '1', '14', '1', '1', '1', '1', '1', '1']"
1750,How many people are in the image?,how many,number,2,17503,"['3', '18', '17', '14', '15', '12', '8', '19', '20', '16', '0', '7', '10', '1', '2', '5', '6', '11']","['2', '2', '2', '2', '6', '2', '2', '2', '2', '12']"
1751,How many people are in the image?,how many,number,1,17513,"['13', '18', '17', '15', '8', '12', '14', '19', '16', '0', '1', '7', '4', '9', '10', '2', '5', '6']","['1', '1', '19', '1', '1', '1', '1', '1', '1', '1']"
1752,How many people are in the image?,how many,number,1,17523,"['3', '13', '2', '14', '8', '12', '16', '19', '20', '0', '10', '1', '4', '9', '17', '5', '6', '11']","['1', '9', '1', '1', '1', '3', '1', '5', '19', '1']"
1753,How many people are in the image?,how many,number,1,17533,"['3', '13', '18', '17', '15', '14', '12', '8', '19', '16', '0', '9', '10', '1', '7', '2', '5', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '4', '1']"
1754,How many people are in the image?,how many,number,1,17543,"['13', '3', '18', '2', '15', '8', '12', '19', '20', '16', '0', '1', '7', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '18', '1']"
1755,How many people are in the image?,how many,number,1,17553,"['3', '13', '18', '17', '8', '14', '12', '15', '19', '16', '20', '10', '1', '4', '9', '2', '5', '6']","['1', '18', '1', '1', '13', '8', '1', '18', '7', '1']"
1756,How many people are in the image?,how many,number,1,17563,"['13', '3', '18', '2', '15', '8', '12', '19', '16', '0', '7', '1', '9', '10', '4', '17', '5', '11']","['1', '1', '1', '1', '1', '10', '1', '2', '20', '1']"
1758,How many people are in the image?,how many,number,1,17583,"['13', '3', '18', '14', '8', '17', '15', '19', '20', '16', '1', '10', '9', '4', '2', '5', '6', '11']","['1', '15', '1', '1', '1', '1', '0', '14', '1', '1']"
1760,How many people are in the image?,how many,number,2,17603,"['3', '13', '18', '14', '8', '15', '17', '16', '20', '19', '0', '7', '1', '4', '9', '2', '6', '11']","['2', '11', '2', '2', '2', '2', '9', '2', '2', '2']"
1761,How many people are in the image?,how many,number,1,17613,"['3', '18', '14', '15', '8', '12', '19', '20', '16', '0', '9', '1', '4', '7', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '5', '1', '1', '3']"
1762,How many people are in the image?,how many,number,1,17623,"['13', '3', '18', '2', '14', '8', '15', '16', '20', '19', '0', '1', '7', '9', '4', '17', '6', '11']","['1', '1', '11', '0', '1', '1', '1', '1', '1', '1']"
1763,How many people are in the image?,how many,number,2,17633,"['13', '18', '17', '15', '8', '12', '14', '19', '16', '20', '0', '9', '10', '4', '7', '2', '5', '11']","['2', '2', '2', '2', '2', '15', '2', '8', '9', '2']"
1764,How many people are in the image?,how many,number,2,17643,"['3', '18', '2', '14', '15', '12', '16', '20', '0', '1', '10', '4', '9', '7', '17', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1765,How many people are in the image?,how many,number,1,17653,"['13', '18', '14', '17', '8', '12', '15', '19', '20', '0', '10', '1', '9', '7', '4', '2', '5', '11']","['1', '1', '1', '1', '1', '1', '11', '1', '13', '11']"
1766,How many people are in the image?,how many,number,1,17663,"['3', '13', '18', '14', '8', '15', '12', '19', '16', '20', '0', '1', '9', '7', '17', '5', '6', '11']","['1', '9', '1', '20', '13', '9', '1', '1', '1', '1']"
1767,How many people are in the image?,how many,number,1,17673,"['13', '3', '14', '15', '8', '12', '16', '20', '19', '0', '10', '1', '4', '9', '7', '2', '5', '11']","['1', '1', '1', '1', '1', '8', '1', '1', '1', '1']"
1769,How many people are in the image?,how many,number,1,17693,"['13', '18', '2', '14', '8', '15', '19', '16', '20', '0', '1', '7', '4', '10', '17', '5', '6', '11']","['1', '1', '17', '1', '3', '0', '4', '1', '1', '16']"
1772,How many people are in the image?,how many,number,1,17723,"['13', '18', '17', '8', '14', '12', '19', '20', '16', '7', '1', '4', '10', '9', '2', '5', '6', '11']","['1', '1', '5', '20', '1', '1', '1', '1', '1', '1']"
1773,How many people are in the image?,how many,number,1,17733,"['13', '3', '18', '14', '8', '15', '12', '19', '16', '0', '1', '7', '4', '9', '2', '5', '6', '11']","['1', '13', '9', '20', '6', '1', '1', '1', '7', '1']"
1774,How many people are in the image?,how many,number,1,17743,"['3', '13', '18', '14', '15', '8', '12', '19', '20', '16', '0', '1', '9', '4', '10', '17', '6', '11']","['1', '1', '4', '1', '5', '0', '1', '19', '1', '5']"
1775,How many people are in the image?,how many,number,1,17753,"['3', '13', '18', '14', '8', '15', '12', '19', '16', '20', '0', '7', '1', '4', '9', '2', '5', '11']","['1', '1', '16', '1', '1', '1', '1', '1', '1', '1']"
1776,How many people are in the image?,how many,number,1,17763,"['3', '13', '18', '2', '15', '12', '16', '19', '20', '0', '1', '9', '10', '7', '4', '17', '5', '11']","['1', '1', '1', '1', '11', '1', '1', '1', '1', '1']"
1777,How many people are in the image?,how many,number,1,17773,"['3', '13', '18', '2', '14', '8', '12', '16', '20', '0', '7', '1', '4', '9', '10', '17', '5', '11']","['1', '1', '18', '1', '1', '1', '6', '7', '0', '1']"
1778,How many people are in the image?,how many,number,2,17783,"['3', '13', '18', '14', '15', '17', '12', '8', '19', '16', '0', '9', '1', '4', '10', '7', '2', '6']","['2', '2', '2', '2', '2', '2', '2', '5', '2', '8']"
1779,How many people are in the image?,how many,number,1,17793,"['13', '3', '18', '2', '14', '15', '8', '12', '19', '16', '20', '0', '10', '1', '7', '17', '5', '11']","['1', '1', '1', '16', '1', '1', '7', '1', '1', '1']"
1780,How many people are in the image?,how many,number,3,17803,"['3', '13', '18', '17', '8', '15', '12', '14', '19', '20', '16', '10', '1', '9', '2', '5', '6', '11']","['3', '3', '18', '3', '3', '2', '3', '3', '3', '3']"
1781,How many people are in the image?,how many,number,2,17813,"['18', '17', '8', '15', '14', '12', '19', '20', '16', '10', '9', '1', '7', '4', '2', '5', '6', '11']","['2', '0', '15', '2', '2', '2', '2', '2', '2', '11']"
1782,How many people are in the image?,how many,number,1,17823,"['13', '3', '18', '14', '15', '8', '17', '16', '19', '20', '0', '1', '9', '7', '2', '5', '6', '11']","['1', '20', '18', '1', '1', '12', '1', '1', '1', '1']"
1783,How many people are in the image?,how many,number,1,17833,"['13', '3', '18', '2', '14', '15', '8', '12', '19', '7', '1', '4', '9', '10', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1787,How many people are in the image?,how many,number,1,17873,"['3', '13', '18', '14', '17', '8', '12', '15', '19', '20', '1', '10', '4', '9', '7', '2', '5', '6']","['1', '1', '6', '16', '15', '1', '1', '2', '1', '0']"
1788,How many people are in the image?,how many,number,1,17883,"['3', '13', '18', '2', '14', '15', '8', '12', '19', '20', '0', '1', '10', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '9', '1', '1', '11']"
1789,How many people are in the image?,how many,number,1,17893,"['3', '13', '18', '14', '15', '19', '20', '16', '0', '7', '10', '1', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '12', '11', '1', '1', '5', '1']"
1790,How many people are in the image?,how many,number,3,17903,"['3', '18', '2', '14', '15', '8', '16', '20', '0', '10', '7', '1', '9', '4', '17', '5', '6', '11']","['3', '3', '3', '3', '7', '3', '3', '11', '3', '17']"
1791,How many people are in the image?,how many,number,2,17913,"['13', '18', '2', '14', '8', '12', '16', '20', '19', '0', '9', '7', '4', '10', '1', '17', '5', '6']","['2', '18', '2', '2', '18', '2', '2', '2', '9', '2']"
1792,How many people are in the image?,how many,number,3,17923,"['3', '13', '18', '14', '8', '15', '12', '19', '16', '20', '1', '7', '9', '10', '17', '5', '6', '11']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
1793,How many people are in the image?,how many,number,1,17933,"['13', '3', '18', '2', '14', '8', '15', '12', '16', '20', '0', '1', '10', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1794,How many people are in the image?,how many,number,1,17943,"['3', '13', '18', '14', '17', '8', '12', '16', '20', '0', '1', '10', '4', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '7', '1', '18', '1', '1', '1']"
1795,How many people are in the image?,how many,number,1,17953,"['3', '13', '18', '2', '14', '8', '15', '12', '16', '20', '19', '0', '7', '1', '9', '10', '17', '5']","['1', '1', '1', '1', '17', '1', '1', '1', '1', '3']"
1796,How many people are in the image?,how many,number,1,17963,"['13', '3', '18', '2', '14', '8', '12', '19', '20', '16', '0', '1', '10', '9', '7', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1797,How many people are in the image?,how many,number,1,17973,"['13', '18', '14', '17', '15', '12', '19', '16', '20', '0', '7', '1', '4', '10', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1798,How many people are in the image?,how many,number,1,17983,"['13', '18', '2', '14', '8', '15', '12', '16', '20', '19', '1', '7', '9', '10', '4', '17', '5', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '9']"
1799,How many people are in the image?,how many,number,1,17993,"['13', '3', '18', '14', '8', '17', '12', '15', '19', '16', '20', '10', '1', '9', '7', '2', '6', '11']","['1', '1', '5', '1', '1', '1', '1', '1', '1', '1']"
1800,How many people are in the image?,how many,number,1,18003,"['13', '3', '18', '2', '14', '15', '8', '19', '16', '0', '10', '7', '1', '4', '17', '5', '6', '11']","['1', '16', '16', '13', '3', '1', '1', '1', '1', '1']"
1801,How many people are in the image?,how many,number,1,18013,"['3', '18', '2', '14', '8', '12', '16', '20', '19', '0', '10', '1', '9', '7', '4', '17', '5', '11']","['1', '1', '12', '1', '1', '1', '1', '1', '8', '1']"
1802,How many people are in the image?,how many,number,1,18023,"['3', '13', '18', '2', '15', '8', '12', '16', '20', '19', '10', '1', '4', '9', '17', '5', '6', '11']","['1', '1', '1', '20', '20', '1', '1', '1', '0', '1']"
1803,How many people are in the image?,how many,number,3,18033,"['3', '13', '18', '2', '14', '15', '12', '16', '19', '0', '10', '7', '1', '4', '17', '5', '6', '11']","['3', '3', '19', '3', '3', '3', '20', '3', '3', '3']"
1804,How many people are in the image?,how many,number,2,18043,"['3', '18', '2', '14', '15', '8', '12', '19', '16', '20', '0', '10', '7', '1', '4', '17', '5', '11']","['2', '2', '2', '14', '2', '10', '2', '2', '2', '1']"
1805,How many people are in the image?,how many,number,1,18053,"['13', '3', '18', '17', '15', '14', '12', '19', '20', '0', '1', '10', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '6', '1', '1', '19', '1']"
1806,How many people are in the image?,how many,number,1,18063,"['13', '3', '18', '2', '14', '15', '12', '16', '20', '19', '7', '1', '4', '9', '17', '5', '6', '11']","['1', '20', '8', '1', '1', '1', '1', '4', '1', '12']"
1808,How many people are in the image?,how many,number,1,18083,"['13', '3', '18', '14', '15', '8', '12', '19', '20', '16', '0', '1', '9', '4', '7', '17', '5', '6']","['1', '1', '1', '1', '1', '1', '10', '1', '1', '1']"
1809,How many animals are present in the image?,how many,number,3,18093,"['3', '13', '18', '14', '15', '12', '19', '20', '16', '0', '9', '10', '4', '7', '17', '5', '6', '11']","['3', '3', '3', '3', '3', '1', '3', '2', '3', '3']"
1810,How many people are in the image?,how many,number,2,18103,"['3', '13', '18', '17', '15', '8', '12', '14', '19', '16', '20', '0', '7', '10', '9', '4', '2', '11']","['2', '2', '2', '14', '2', '2', '14', '3', '2', '2']"
1811,How many people are in the image?,how many,number,1,18113,"['13', '3', '18', '14', '8', '12', '16', '20', '19', '0', '1', '7', '10', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '12', '1', '1', '1', '1', '1']"
1813,How many people are in the image?,how many,number,1,18133,"['13', '18', '14', '15', '17', '12', '16', '20', '0', '10', '1', '7', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '10', '1', '20', '1']"
1814,How many people are in the image?,how many,number,1,18143,"['3', '18', '14', '8', '15', '12', '19', '16', '0', '1', '9', '7', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '6', '1', '1', '12', '1']"
1815,How many people are in the image?,how many,number,2,18153,"['13', '3', '14', '15', '17', '12', '8', '16', '19', '20', '0', '10', '1', '9', '7', '4', '2', '6']","['2', '2', '2', '2', '2', '2', '2', '16', '2', '2']"
