image_id,question,multiple_choices,question_id,question_type,multiple_choice_answer,answer_type,answers_multiple_users
1572,What does the woman have on her head?,"['arch', '4', 'hat', 'white', 'no', 'wandered off', 'stool', '1', '2', 'yes', 'couch', 'red', 'plastic', 'blue', '3', 'by girl', 'hair', 'yellow']",15722,what,hair,other,"['hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair']"
1572,How many people are in the image?,"['3', '18', '2', '14', '8', '15', '12', '16', '19', '0', '10', '1', '7', '9', '17', '5', '6', '11']",15723,how many,1,number,"['1', '1', '7', '1', '1', '1', '1', '1', '0', '1']"
1573,What color is the bird?,"['to get ball', '2', 'red', 'deer, eagle, and raccoons', 'yes', 'match', 'white', 'sunflowers', 'yellow and black', '4', 'no', 'forehead', 'blue', 'yellow', 'brown', '3', '1', 'black']",15730,what color is the,blue,other,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue']"
1573,What animal is at the base of the tree?,"['chipmunk', 'yes', '1 table', 'white', 'yellow', 'blue', 'funny memory', '3', 'no', '2', 'flowers', 'red', '4', 'squirrel', 'cat', 'lab', '1', 'playground']",15731,what animal is,chipmunk,other,"['chipmunk', 'squirrel', 'chipmunk', 'squirrel', 'squirrel', 'chipmunk', 'squirrel', 'squirrel', 'chipmunk', 'chipmunk']"
1573,Is the baby having fun?,"['grandma', '1', 'green, yellow, blue', '3', '2', 'cd and book', 'white', '4', 'maybe', 'tv is off', 'red', 'no', 'yes', 'almost', 'near bush', 'no its circled', 'yellow', 'blue']",15732,is the baby,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes']"
1573,How many people are in the image?,"['3', '13', '18', '17', '8', '14', '12', '19', '20', '0', '7', '1', '9', '10', '2', '5', '6', '11']",15733,how many,1,number,"['1', '1', '1', '19', '15', '1', '1', '1', '9', '1']"
1574,Is there a pond?,"['4', 'living room', 'its winter', 'behind girl', 'on left', 'straps', 'yellow', 'no', 'blue', 'cross legged', 'in water', '3', 'heating it', '1', 'white', 'red', 'yes', '2']",15740,is there a,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1574,Is the man enjoying his walk?,"['yes', ""they're done"", '1', '3', 'grandpa and granddaughter', '90', 'top of tree', 'melon', 'steak', 'to roast marshmallow', 'white', '2', 'yellow', 'unsure', 'red', 'no', '4', 'blue']",15741,is the man,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1574,What is the slowest moving animal in this photo?,"['yellow', 'cat', '3', 'no', '4', 'turtle', 'bald', 'white', 'yes', '1', 'dog', 'red', 'no collar', 'leaving', ""she's happy"", 'blue', '2', 'mouse']",15742,what is the,turtle,other,"['turtle', 'turtle', 'turtle', 'turtle', 'turtle', 'turtle', 'turtle', 'turtle', 'turtle', 'turtle']"
1574,How many animals are present in the image?,"['13', '3', '18', '14', '15', '8', '12', '16', '0', '9', '1', '4', '7', '10', '2', '5', '6', '11']",15743,how many,2,number,"['2', '2', '2', '2', '2', '2', '4', '2', '19', '8']"
1575,Which item in this scene needs direct sunlight to thrive?,"['white', 'yes', '2', 'yellow', 'house', 'no', 'tired', '4', '3', 'plant', 'lady', '1', 'karate', 'base', 'red', 'plants', 'blue', 'pomeranian']",15750,which,plant,other,"['plant', 'plant', 'plant', 'plant', 'plant', 'plant', 'plant', 'plant', 'plant', 'plant']"
1575,What is the boy laughing at?,"['clown', 'friend', 'white', 'no', 'camera', 'long', '2', 'old man', 'pail', 'red', 'blue', 'yellow', 'fallen trees', '4', '1', ""girl's lap"", '3', 'yes']",15751,what is the boy,old man,other,"[""old man's gestures"", 'child', 'baby', 'old man', 'man', 'nothing', 'man', 'old man', 'man', 'old man']"
1575,Is the cat hungry?,"['mouse', '1', '4', 'movie', '2', 'white', 'red', 'blue', 'controller', '3', 'under trees', 'food', 'n', 'yes', 'at home', 'no', 'on girl', 'yellow']",15752,is the cat,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes']"
1575,How many people are in the image?,"['13', '3', '18', '14', '8', '15', '12', '16', '20', '19', '0', '7', '1', '9', '2', '5', '6', '11']",15753,how many,1,number,"['1', '1', '19', '1', '1', '1', '7', '1', '16', '1']"
1576,What color are the girl's pants?,"['skin tone and hair color', 'toy', 'foot rest', 'white', 'yes', 'black', '1', 'red', 'mom', '2', 'his parents are further behind him', 'blue', 'yellow', 'brown', '4', '3', 'no', 'pink']",15760,what color are the,red,other,"['brown', 'red', 'reddish brown', 'red', 'red', 'red', 'red', 'maroon', 'red', 'red']"
1576,Is the chipmunk safe?,"['foreground', 'white', 'skateboard and bike', 'so boy can play', 'moped', '4', 'no', 'yellow', 'no its circled', '3', 'yes', '2', 'mo', 'blue', '1', 'almost', 'red', 'grass and pond']",15761,is the,yes,yes/no,"['yes', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'yes']"
1576,Can you tell if this is afternoon or morning?,"['blue stuffed animal', 'blue', '3', '4', 'female', 'red', 'peanut butter', 'gas', 'notebook', '2', 'no', 'white', 'dog chasing cat', 'yes', ""boy's"", '1', 'afternoon', 'yellow']",15762,can,no,yes/no,"['no', 'afternoon', 'no', 'no', 'morning', 'no', 'no', 'afternoon', 'afternoon', 'no']"
1576,How many people are in the image?,"['3', '18', '14', '15', '8', '12', '17', '16', '20', '19', '0', '7', '1', '9', '4', '2', '5', '6']",15763,how many,1,number,"['1', '1', '1', '1', '1', '11', '3', '1', '1', '16']"
1577,Is the dog wary of the child holding the steak?,"['fetch', 'yellow', '2', 'hug', 'red', 'white', 'yes', 'pet beds', 'no', 'hopping', 'couch', 'meat', '1', '4', '3', 'legos', 'broken', 'blue']",15770,is the dog,yes,yes/no,"['yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes']"
1577,Is the baby giving the dog a toy steak?,"['3', 'couch', 'full', 'grown dog', 'red', '2', '4', '1', 'sunsets', 'girl in white', 'blue', ""daisy's"", 'puppy', 'no', 'white', 'yes', 'corner', 'yellow']",15771,is the baby,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'to play with', 'yes', 'yes', 'yes', 'yes']"
1577,Should the baby be feeding the dog?,"['3', 'yellow', 'yes', 'floor', 'seesaw', 'playground equipment', '4', 'basket and plants', 'ground', 'white', '1', 'keep it from eating sand', 'closet', '2', 'red', 'no', 'closing', 'blue']",15772,none of the above,no,yes/no,"['no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'yes', 'no']"
1578,Is the girl scared?,"['red', 'blue', 'it is near sunset', 'no', 'white', '2', '1', '4', 'happy?', 'yes', 'next to pond', 'yes!', ""they're done"", 'yellow', 'missing', '3', 'maybe', 'there is only 1 pillow']",15780,is the girl,no,yes/no,"['no', 'no', 'yes', 'no', 'maybe', 'no', 'no', 'no', 'no', 'no']"
1578,Is the food healthy?,"['blue', '4', 'poor', '3', 'summer', 'nowhere', '2', 'almost', 'white', 'basketball', 'red', 'night', 'yellow', '1', 'no its circled', 'no', 'cloud, owl and sun', 'yes']",15781,is the,yes,yes/no,"['no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1578,Where is the other person who is eating?,"['leaving', '1', 'nearby', 'baby in air', 'no', 'yellow', 'on right', '3', 'yes', 'in another room', 'dog chasing', 'blue', '2', 'red', 'white', 'center of room', '4', 'living room']",15782,where is the,in another room,other,"['chair', 'in kitchen', 'out of room', 'grave', 'in another room', 'out of room', 'absent', 'running away', 'in another room', 'kitchen']"
1578,How many people are in the image?,"['3', '13', '14', '8', '17', '12', '19', '16', '20', '0', '7', '1', '9', '10', '2', '5', '6', '11']",15783,how many,1,number,"['1', '16', '1', '1', '5', '1', '1', '1', '7', '1']"
1579,How many animals are on the couch?,"['blue', '3', 'red', 'yes', 'squirrel', 'no', 'chasing yarn', '1', 'white', '6', '10', 'pillows', 'yellow', '5', 'interracial', '4', 'catching football', '2']",15790,how many animals are,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1579,What kind of rack is near the door?,"['1', 'blue', 'by man', 'yellow', 'opening door', 'white', 'yes', 'sweater', 'red', 'no', ""they're in park"", '0.25""', 'raincoat', 'coat', '3', '2', '4', 'hat rack']",15791,what kind of,coat,other,"['coat hanger', 'coat', 'coat rack', 'coat', 'coat', 'coat rack', 'clothing', 'coat', 'coat rack', 'coat']"
1579,What color is the rug?,"['no', 'yes', 'pink', 'blue', '4', 'boy 1 and boy 2', 'beige', 'yellow', 'brown', 'falling game', 'white', '3', 'yo-yo', 'red', '1', '100 years', '2', 'basket and jump rope']",15792,what color is the,red,other,"['red', 'red', 'maroon, red, brown', 'red', 'red', 'red', 'red', 'red', 'red', 'red']"
1580,Is the boy tired?,"['yes', 'holding them out', '2', 'no', 'ball', 'leg', 'sapling', 'red', 'white', 'apples and cheese', 'yes no', 'yellow', '1', 'down', '4', 'blue', '3', 'yew']",15800,is the boy,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']"
1580,Do both the skateboard and the bicycle belong to the boy?,"['can', '4', ""it's empty"", 'boy', 'more fun', 'white', 'under man', '1', 'blue', 'boy in blue', 'no', 'girl', 'to play', 'red', '2', 'yes', 'yellow', '3']",15801,do,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'yes']"
1580,How did the boy travel to the park?,"['snack', '2', 'white', 'behind people', 'red', 'mother', '1', 'skateboard', '3', 'yellow', 'no', 'split', '4', 'ran', 'blue', 'bike', 'boy is playing with her toys', 'yes']",15802,how,bike,other,"['bike', 'bicycle', 'by bicycle', 'bicycle', 'bike', 'bicycle', 'bike or skateboard', 'bike', 'skateboard', 'bike']"
1580,How many people are in the image?,"['13', '14', '15', '17', '8', '12', '16', '19', '20', '0', '1', '9', '4', '10', '2', '5', '6', '11']",15803,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '9', '1']"
1581,What is the guy sitting on?,"['log', 'blue', '2', '4', 'sofa', '1', 'putting it away', 'yellow', 'yes', 'd', 'white', '3', 'dog', 'chair', 'red', 'grandfather', 'no', 'floor']",15810,what is the,log,other,"['log', 'log', 'log', 'log', 'log', 'log', 'wooden log', 'log', 'log', 'log']"
1581,What is the guy cooking over the fire?,"['hot dog', 'no', 'marshmallow sticks', 'playing on monkey bars', '1', 'marshmallow', '4', 'yellow', 'white', 'eating apple', '2', 'red', 'yes', 'marshmallows', 'meat', '3', 'toys and cat', 'blue']",15811,what is the,marshmallow,other,"['marshmallow', 'marshmallow', 'marshmallows', 'marshmallow', 'marshmallow', 'marshmallows', 'marshmallow', 'marshmallow', 'marshmallow', 'marshmallow']"
1581,How many logs are there?,"['no', '3', '5', 'tree', 'schizophrenia', '4', 'fair', '20', '1', 'paw print', 'yes', 'red', 'rabies', 'white', 'yellow', 'e', 'blue', '2']",15812,how many,3,number,"['3', '3', '3', '3', '3', '3', '3', '2', '3', '3']"
1581,How many people are in the image?,"['3', '18', '14', '15', '17', '12', '8', '16', '20', '19', '0', '1', '7', '9', '2', '5', '6', '11']",15813,how many,1,number,"['1', '1', '1', '1', '11', '1', '1', '1', '10', '1']"
1582,What is the gray toy?,"['4', '18', 'clock', 'yellow', 'robot', '3', 'red', 'elephant', 'there are no fish', 'blue', 'playing with birds', '2', 'no', 'white and gray', '1', 'white', 'yes', 'mouse']",15820,what is the,robot,other,"['robot', 'robot', 'robot', 'robot', 'robot', 'robot', 'robot', 'robot', 'robot', 'robot']"
1582,Is the cat sleeping?,"['hot dog', 'white', '4', '2', 'by pond', 'no furniture', 'awake', 'n', 'yellow', 'fish', 'blue', 'yes', '3', 'no', '1', 'red', 'pick up toys', 'he is sleeping']",15821,is the cat,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1582,What color is the wall?,"[""it's watching people"", '1', 'blue', ""on woman's lap"", '3', 'yellow', '4', 'beige', '2', 'discipline', 'red', 'wild', 'green', 'no', 'yes', 'white', 'tan', 'brown']",15822,what color is the,beige,other,"['beige', 'beige', 'off white', 'beige', 'pink', 'tan', 'white', 'tan', 'gre', 'brown']"
1582,How many people are in the image?,"['13', '3', '18', '14', '15', '12', '16', '19', '0', '1', '9', '7', '10', '4', '2', '5', '6', '11']",15823,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1583,Will the bird fall from the sky?,"['lot', 'blue', 'red', '3', 'closet', 'yellow', 'maybe', 'chasing birds', '2', 'to talk', 'white', 'hamburgers', 'hands', 'no', '1', '4', 'floor', 'yes']",15830,will the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1583,What is the girl doing?,"['4', 'dancing', 'yellow', 'blue stuffed animal', 'sprinkler', 'no', 'laying on blanket', 'top 2', 'playing', 'red', '1', '3', 'yes', '2', 'blue', 'coloring', 'behind cloud', 'white']",15831,what is the girl,laying on blanket,other,"['lying down', 'sky gazing', 'laying down', 'lying', 'laying on blanket', 'sleeping', 'laying on blanket', 'laying on blanket', 'laying', 'napping']"
1583,Where is the lying down?,"['no', 'red', '2', 'pizza and hot dog', 'yes', 'white', 'floor', '4', 'for picnic', 'bed', 'blue', '1', 'chasing bird', '3', 'cat', 'yellow', 'blanket', 'next to him']",15832,where is the,blanket,other,"['blanket', 'blanket', 'grass', 'blanket', 'blanket', 'grass', 'blanket', 'little girl', 'on blanket', 'on blanket']"
1583,How many people are in the image?,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '19', '0', '1', '9', '4', '7', '17', '5', '6']",15833,how many,1,number,"['1', '20', '1', '1', '1', '18', '1', '1', '1', '3']"
1584,What color is the rug?,"['tan', 'white', 'blue', 'on couch', '2', '3', 'yes', '4', 'blocks and car', ""he didn't want to put it on table"", 'beige', 'red', 'one on table', '1', 'pink', 'no', 'squirrel and bird', 'yellow']",15840,what color is the,red,other,"['red', 'burgundy', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red']"
1584,Are the windows the same height?,"['yellow', 'white', 'red', 'same', 'full', '2', 'out', '3', 'wants pie', 'cheese', '4', 'yes', 'maybe', 'pick flowers', '1', 'no', 'blue', 'different']",15841,are the,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']"
1584,Is there a place for four people to sit in the room?,"['2', '1', 'no', 'white', 'near grill', 'blue', 'on table', 'yes', 'soccer, baseball, skateboarding', 'cans', '4', 'boy on left', 'trees', 'man', 'red', '3', 'on grass', 'yellow']",15842,is there a,no,yes/no,"['no', 'no', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']"
1584,How many people are in the image?,"['3', '13', '18', '14', '15', '12', '16', '19', '0', '1', '9', '4', '7', '10', '17', '5', '6', '11']",15843,how many,1,number,"['1', '1', '13', '1', '7', '1', '17', '16', '1', '1']"
1585,How many dogs are they playing with?,"['white', '9', '1', '6', 'yes', 'taking picture', 'blue', '3 pm', 'plump', '4', 'red', '2', 'no', '5', 'daydreaming', 'duck and turtle', '3', 'yellow']",15850,how many,3,number,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
1585,What is between the trees?,"['blue', '2', 'red', '3', 'bench', 'bear', 'squirrel', 'white', 'grass', 'kids may fall', 'red book', 'boy', 'yellow', 'no', '4', 'yes', '1', 'many']",15851,what is,bench,other,"['benches', 'bench', 'benches', 'bench', 'bench', 'bench', 'bench', 'bench', 'benches', 'bench']"
1585,How many balls do you see?,"['no rug', '2', '1', 'white', 'yes', '20', '0', 'no', '4', 'not having tv', '5 years', 'yellow', 'red', 'warm', 'perfume', '3', 'blue', '5']",15852,how many,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1585,How many people are in the image?,"['3', '18', '2', '14', '15', '8', '12', '16', '19', '10', '9', '7', '1', '4', '17', '5', '6', '11']",15853,how many,3,number,"['3', '3', '3', '3', '3', '3', '3', '3', '14', '3']"
1586,Who has their arms up the highest?,"['3', 'yes', '4', '21', 'no', 'woman', 'white', 'yellow', '2', 'red', 'girl', 'blue', 'cat and book', '1', 'boy', 'clear', 'plant and cup', 'man in black shirt']",15860,who,girl,other,"['girl on slide', 'girl', 'girl and woman', 'girl', 'girl', 'little girl', 'girl', 'girl', 'girl', 'girl']"
1586,Is the girl coming down the slide?,"['yes', '4', 'bottle of wine', 'happy?', '2', '3', 'white', '1', 'laying on couch', 'blue', 'after food', 'yellow', 'red', 'yes!', 'maybe', 'spots', 'no', 'sniffing boy']",15861,is the girl,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1586,How many clouds are there?,"['discs', '3', 'taking picture', 'red', 'no', '1', '12', 'yes', 'bicycles', 'blue', 'white', 'yellow', 'corn', '13', '4', 'troy', 'baby and toys', '2']",15862,how many clouds are,2,number,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1586,How many people are in the image?,"['3', '13', '18', '17', '15', '8', '12', '19', '20', '0', '9', '7', '1', '4', '2', '5', '6', '11']",15863,how many,1,number,"['1', '11', '0', '1', '1', '1', '1', '13', '3', '20']"
1587,Are they sitting on the sofa?,"['arm of chair', 'yellow', 'sitting', 'birthday', 'mo', 'yes', 'blue', 'red', '1', 'no', 'cloth', 'girl falling', 'woman on left', 'brother and sister', 'white', '4', '3', '2']",15870,are they,yes,yes/no,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']"
1587,Is this a romantic couple?,"['blue', 'burgers', 'yes', '4', 'red', 'buck', 'even', 'doe', 'white', 'drinking tea', '2', '1', '3', 'yellow', 'a', 'no cat', 'no', 'lot']",15871,is this a,no,yes/no,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']"
1587,What are they doing?,"['red', '2', 'blue', 'watching tv', '4', 'no', 'eating', 'dancing', 'fallen trees', '3', 'yes', 'low', '1', 'yellow', 'by log', 'riding bikes', 'ducks', 'white']",15872,what are they,watching tv,other,"['watching tv', 'watching tv', 'sitting', 'watching tv', 'watching tv', 'watching tv', 'watching tv', 'watching tv', 'watching tv', 'watching tv']"
1588,Where is the pond?,"['blue', '1', 'by bench', 'red', '4', 'mean', '2', 'yellow', 'dog chasing', 'recess', 'white', 'under tree', 'no', 'in background', '3', 'by tree', 'yes', 'left']",15880,where is the,under tree,other,"['park', 'under tree', 'in grass', 'next to tree', 'left', 'on grass', 'under tree', 'on left', 'turtle', 'by tree']"
1588,Does the woman want the girl to stop laughing?,"['mexican', 'yarn', 'they babysit', '2', '4', 'yes', 'yellow', 'mo', 'blue', '3', 'to get attention of man on couch', '1', 'shelves', 'fetch', 'white', 'red', 'no', 'lying on blanket']",15881,does the,no,yes/no,"['yes', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']"
1588,How many frogs are on the grass?,"['yes', 'next to tree', 'white', '5', 'no', 'getting eggs', 'blue', '2', 'red', '4', '3', '1', '12', 'watering plant', 'holding table', 'light', '200', 'yellow']",15882,how many,1,number,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
